calendar_id,equipment_id,component_id,event_type,window_start,failure_date,lead_window_days,midpoint,k,false_start_cutoff,false_start_decay_days
2017,343,2,Failure,2026-03-13,2026-03-26,13,0.5,10,,
2018,343,6,Failure,2025-10-11,2025-10-29,18,0.6,10,,
2019,343,3,Failure,2025-07-03,2025-07-19,16,0.6,9,,
2020,343,3,Failure,2026-03-18,2026-04-05,18,0.6,9,,
2021,343,5,FalseStart,2025-02-26,,8,0.45,12,0.5,5
2022,343,8,FalseStart,2025-01-30,,27,0.7,8,0.51,7
2023,344,11,Failure,2026-01-24,2026-02-03,10,0.55,10,,
2024,344,1,Failure,2025-03-05,2025-03-15,10,0.55,10,,
2025,344,6,Failure,2025-11-14,2025-11-27,13,0.6,10,,
2026,344,1,Failure,2026-05-11,2026-05-23,12,0.55,10,,
2027,344,9,Failure,2025-04-19,2025-05-19,30,0.65,9,,
2028,344,12,Failure,2024-12-22,2024-12-28,6,0.5,11,,
2029,344,8,FalseStart,2025-03-27,,20,0.7,8,0.64,8
2030,344,2,FalseStart,2025-07-05,,10,0.5,10,0.4,6
2031,345,6,Failure,2025-09-13,2025-10-01,18,0.6,10,,
2032,345,8,Failure,2025-10-22,2025-11-13,22,0.7,8,,
2033,345,3,Failure,2025-11-03,2025-11-22,19,0.6,9,,
2034,345,4,Failure,2025-04-20,2025-04-30,10,0.5,11,,
2035,345,3,Failure,2026-05-15,2026-06-07,23,0.6,9,,
2036,345,5,Failure,2025-08-17,2025-08-24,7,0.45,12,,
2037,345,8,FalseStart,2024-08-27,,35,0.7,8,0.73,8
2038,345,2,FalseStart,2024-07-31,,14,0.5,10,0.51,4
2039,346,2,Failure,2025-06-11,2025-06-24,13,0.5,10,,
2040,346,2,Failure,2025-08-11,2025-08-25,14,0.5,10,,
2041,346,7,Failure,2026-02-06,2026-03-13,35,0.75,12,,
2042,346,12,Failure,2025-08-02,2025-08-10,8,0.5,11,,
2043,346,4,Failure,2025-09-17,2025-09-29,12,0.5,11,,
2044,346,12,FalseStart,2025-09-19,,9,0.5,11,0.47,7
2045,346,1,FalseStart,2025-04-27,,17,0.55,10,0.58,8
2046,347,7,Failure,2025-09-22,2025-10-29,37,0.75,12,,
2047,347,9,Failure,2024-07-27,2024-08-21,25,0.65,9,,
2048,347,8,Failure,2024-08-22,2024-09-16,25,0.7,8,,
2049,347,3,Failure,2024-07-10,2024-07-27,17,0.6,9,,
2050,347,8,Failure,2025-06-18,2025-07-21,33,0.7,8,,
2051,347,8,FalseStart,2025-03-15,,32,0.7,8,0.59,8
2052,347,9,FalseStart,2026-06-08,,20,0.65,9,0.41,6
